VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,     "probe1"     ,     "probe2"     ,     "probe3"     ,     "probe4"     ,     "probe5"     ,     "probe6"     ,     "probe7"     ,     "probe8"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  
        163,           0,          27,      -8.459625603,       -5.78326777,      -5.918175891,      -5.901713407,        -3.1189639,       362.5755528,        1.59364626,   0.0006135137861,   0.0003950904548,   5.490871803e-07,    0.003430874025,   -0.001820663421,        1.59364626,   0.0003950904548,   0.0006135137861,   0.0003849748852,              -0.0,       15759.93298,        41398.2472,       79215.84759,       101157.4132,       104919.2047,       108245.6909,       106114.7826,       98103.39156,      -4.060123002,      -3.996209929,      -3.838816873,      -3.820726823,      -4.209871574
        164,           0,          27,      -8.449786225,      -5.777298645,      -5.905822737,       -5.88676887,      -3.110487034,       362.5755528,       1.587404778,   0.0006690230892,    0.000274480617,   5.301638176e-07,    0.003679557422,   -0.001423001192,       1.587404778,    0.000274480617,   0.0006690230892,   0.0004214571473,              -0.0,       11961.97096,       37073.89969,        77755.0748,       102323.2889,       106598.0847,       108887.0515,        106238.268,       97906.98687,       -4.06435115,      -4.001565298,      -3.842601234,      -3.821801116,      -4.214723971
        165,           0,          27,      -8.441968248,      -5.771985191,      -5.893996469,      -5.872331435,      -3.102538691,       362.5755528,       1.581669596,   0.0007307678506,   6.600207868e-05,   5.199895395e-07,    0.003940431346,  -0.0006160738006,       1.581669596,   6.600207868e-05,   0.0007307678506,   0.0004620230752,              -0.0,       8044.309886,       32450.69956,       75790.36206,       102920.7269,       108572.4724,       109761.0575,       106374.1699,       97829.10674,      -4.070543729,      -4.007562141,      -3.846524065,      -3.822913766,      -4.220019507
        166,           0,          27,      -8.436957388,      -5.766326096,      -5.884209171,      -5.859655974,      -3.095641946,       362.5755528,       1.576839497,   0.0007739342071,  -0.0002034850884,   5.138359304e-07,    0.004128509717,   0.0005021116102,       1.576839497,  -0.0002034850884,   0.0007739342071,   0.0004908135601,              -0.0,       4652.057549,       28373.26704,       73404.33955,       103009.8328,        110951.265,       110996.7039,       106524.8312,        97884.8627,      -4.079364287,      -4.013121728,       -3.85189592,      -3.825215858,      -4.226182378
        167,           0,          27,      -8.431240878,      -5.761543344,      -5.874218783,         -5.848261,      -3.088115678,       362.5755528,       1.573070946,   0.0007740053181,  -0.0004777985493,   5.056966848e-07,    0.004138957572,    0.001674013295,       1.573070946,  -0.0004777985493,   0.0007740053181,   0.0004920345902,              -0.0,       2570.797508,       25974.03963,        70476.6884,       102613.3588,       113807.8416,       112586.9931,       106672.0997,       98074.70687,      -4.087256798,      -4.019493758,       -3.85646433,      -3.828348777,      -4.231495109
        168,           0,          27,      -8.424524156,      -5.759817477,      -5.865451751,       -5.83972688,      -3.081206974,       362.5755528,       1.570419859,   0.0007304543874,  -0.0006794542521,   4.776672331e-07,    0.003952658699,    0.002521791959,       1.570419859,  -0.0006794542521,   0.0007304543874,   0.0004651331828,              -0.0,       2414.593164,       25025.02757,       66112.77484,       101601.0263,       117012.1862,       114384.6752,       106769.2428,       98379.89051,      -4.093886114,      -4.028828494,        -3.8616087,      -3.833777389,      -4.237198772
        169,           0,          27,      -8.418622273,      -5.758018929,      -5.856616317,      -5.833385921,      -3.073521331,       362.5755528,       1.568875783,   0.0006572906198,  -0.0007462048911,   4.269987475e-07,    0.003593961416,    0.002743043397,       1.568875783,  -0.0007462048911,   0.0006572906198,   0.0004189564444,              -0.0,       4133.991064,       24275.43155,        61095.6182,        99106.2676,       120212.1373,        116113.443,       106748.2736,       98772.09268,      -4.101062137,      -4.038021851,      -3.866043414,       -3.84088561,      -4.241830644
        170,           0,          26,      -8.362993222,      -5.689757409,      -5.783803956,        -5.7631206,      -3.013189505,       362.5755528,        1.56833217,   0.0005663411865,  -0.0006370821195,   3.578594407e-07,    0.003066201512,     0.00213356119,        1.56833217,  -0.0006370821195,   0.0005663411865,   0.0003611104824,              -0.0,       6647.488254,       22185.30791,       58964.78983,       93849.42114,       122558.0493,       117250.5514,       106517.3023,       99190.87708,      -4.058237157,      -3.980713245,      -3.805969848,      -3.783510583,      -4.193538467
        171,           0,          26,      -8.361098118,      -5.687398544,      -5.778785829,      -5.759635947,       -3.00835483,       362.5755528,       1.568505778,    0.000455469511,  -0.0003508131004,   2.820348295e-07,     0.00231927811,   0.0006839676704,       1.568505778,  -0.0003508131004,    0.000455469511,   0.0002903843373,              -0.0,       8349.728572,       18148.12693,       57973.25305,       84832.09449,       122861.4463,       117330.4975,       105946.9141,       99561.17902,      -4.068869917,      -3.989275454,      -3.813171603,      -3.792319659,      -4.200509926
        172,           0,          26,      -8.362694912,      -5.683954612,      -5.775216935,       -5.75816023,      -3.006558049,       362.5755528,       1.568939887,   0.0003288678207,   8.526937877e-05,   2.089955945e-07,    0.001389109436,    -0.00148789588,       1.568939887,   8.526937877e-05,   0.0003288678207,   0.0002096114858,              -0.0,       8802.399853,       13903.37703,       53361.65305,       73122.68521,       120363.3208,       116158.4126,       104943.8139,       99795.16621,      -4.082634108,      -3.996604564,      -3.821249709,      -3.802465818,      -4.210171668
        173,           0,          26,      -8.367516191,      -5.681280905,      -5.774359243,      -5.758237369,      -3.009165741,       362.5755528,       1.569077312,   0.0001793689103,   0.0006264551672,   1.458072933e-07,   0.0002979072496,   -0.004184799619,       1.569077312,   0.0006264551672,   0.0001793689103,   0.0001143148964,              -0.0,       8198.355719,       12547.56273,       46890.54775,       61969.24256,       114801.7315,       113590.8228,       103445.1381,       99824.31372,      -4.099166308,      -4.004448952,      -3.831295248,      -3.813521537,       -4.22374296
        174,           0,          25,      -8.316773256,      -5.614096142,      -5.709713637,      -5.692444573,      -2.955085423,       362.5755528,       1.568368804,   4.026110312e-06,     0.00120929875,   9.377934085e-08,  -0.0008878426377,   -0.007113163124,       1.568368804,     0.00120929875,   4.026110312e-06,   2.567068602e-06,              -0.0,       6855.702634,       13634.15051,       40829.07517,       53060.02219,       106290.2358,        109627.268,       101471.8179,       99611.76547,      -4.059602093,      -3.947427595,      -3.776815246,      -3.758044442,      -4.180100615
        175,           0,          25,      -8.320835544,      -5.614778041,      -5.710879154,       -5.69632974,      -2.958917652,       362.5755528,       1.566384196,  -0.0001919514565,    0.001767829764,   5.047217073e-08,    -0.00206362821,   -0.009958486394,       1.566384196,    0.001767829764,  -0.0001919514565,  -0.0001225443011,              -0.0,        5679.38594,       13735.18417,       33971.88748,       45743.90504,        96285.9908,        104179.505,       99117.31635,       99173.10403,      -4.074246955,      -3.957787265,      -3.787398651,      -3.771512959,      -4.193777742
        176,           0,          25,      -8.324438568,      -5.616660457,      -5.710587809,      -5.701791205,      -2.962377883,       362.5755528,        1.56294398,  -0.0003947174077,    0.002245468403,   1.529504544e-08,    -0.00311350904,    -0.01244306134,        1.56294398,    0.002245468403,  -0.0003947174077,  -0.0002525473803,              -0.0,       5518.851825,       11748.50362,        26456.5708,       39219.71268,       86993.20046,       97872.77289,       96530.11823,       98567.12605,      -4.087824038,      -3.968899071,      -3.795905126,       -3.78586688,      -4.206441521
        177,           0,          25,      -8.325638029,      -5.618948783,       -5.70911652,      -5.706649785,      -2.963424975,       362.5755528,       1.558198436,  -0.0005728785516,    0.002600627598,  -8.451026593e-09,   -0.003869375284,    -0.01435639224,       1.558198436,    0.002600627598,  -0.0005728785516,  -0.0003676544259,              -0.0,        6610.20321,       10751.25849,       20832.39641,       34413.48893,       80038.50721,       91670.14697,       93833.10536,         97855.829,      -4.098372022,      -3.979883862,      -3.802649367,      -3.799032579,      -4.216017634
        178,           0,          25,      -8.328360229,      -5.619344852,      -5.706975127,       -5.70989944,        -2.9644515,       362.5755528,       1.552668208,  -0.0006960582827,    0.002814188101,  -1.934847476e-08,   -0.004218015385,    -0.01558361102,       1.552668208,    0.002814188101,  -0.0006960582827,  -0.0004482981484,              -0.0,       9368.999416,       13699.54351,       17634.30561,        34211.8485,       75959.56335,       86388.88858,       91191.64272,       97113.88415,      -4.109872623,      -3.988402363,      -3.808256984,       -3.81013877,      -4.224952766
        179,           0,          25,      -8.330715804,      -5.618952691,      -5.706234477,      -5.713591246,      -2.965799813,       362.5755528,       1.547210583,  -0.0007362091095,    0.002881071342,  -1.727337442e-08,   -0.004090425127,    -0.01606580596,       1.547210583,    0.002881071342,  -0.0007362091095,  -0.0004758299341,              -0.0,       12703.45623,       18614.80588,       14253.83362,       40207.33788,       74259.80018,       82395.70333,       88758.44661,        96416.9367,      -4.120483451,      -3.995677143,      -3.814742037,      -3.821347587,      -4.233683655
        180,           0,          24,      -8.274305035,      -5.549764342,      -5.638087045,      -5.649692987,      -2.908295496,       362.5755528,       1.542879237,  -0.0006750743886,    0.002814600632,  -5.553182466e-09,    -0.00348344803,     -0.0158285747,       1.542879237,    0.002814600632,  -0.0006750743886,   -0.000437541949,              -0.0,       14481.34249,       20514.87832,       11045.89849,       49964.96541,       74137.88154,       79710.46442,        86619.5203,        95832.6358,      -4.071817276,      -3.933729328,         -3.753313,      -3.764592389,      -4.183063774
        181,           0,          24,      -8.277495237,      -5.550147687,      -5.639043462,      -5.654740885,      -2.913430115,       362.5755528,       1.540668772,  -0.0005111626156,    0.002645438875,   1.181396372e-08,   -0.002470748476,    -0.01498452123,       1.540668772,    0.002645438875,  -0.0005111626156,  -0.0003317796953,              -0.0,         13529.572,       17478.47538,       13520.78197,       60032.30464,       74525.26545,       78084.10508,       84830.93629,       95421.41919,      -4.082303324,      -3.940992183,      -3.760586296,      -3.776444074,      -4.194639586
        182,           0,          24,      -8.281811262,      -5.549377344,      -5.638410589,      -5.657984264,      -2.919050261,       362.5755528,       1.541295231,  -0.0002614796265,    0.002403786937,   2.510579141e-08,   -0.001187331148,    -0.01365814881,       1.541295231,    0.002403786937,  -0.0002614796265,  -0.0001696492802,              -0.0,       10604.20178,       11058.02613,       23313.26783,        67723.7527,       74697.02872,       77121.19831,       83387.52075,       95228.31463,      -4.093498966,      -3.946664211,      -3.765922308,      -3.786099888,      -4.206257619
        183,           0,          24,      -8.285982778,      -5.548725294,      -5.637856634,      -5.659498231,      -2.924409202,       362.5755528,       1.544956541,   3.708588227e-05,    0.002127872495,   2.627904441e-08,   0.0001849071123,    -0.01205161194,       1.544956541,    0.002127872495,   3.708588227e-05,   2.400448252e-05,              -0.0,       6970.464175,       6927.452118,       35472.50859,       71793.39356,       74429.77187,       76496.73805,       82248.99283,       95279.41023,      -4.104140406,      -3.951965595,      -3.770999041,      -3.793552311,      -4.217158489
        184,           0,          24,      -8.289720313,       -5.54918982,      -5.637837419,      -5.660018949,      -2.928670107,       362.5755528,       1.551292253,   0.0003384114644,    0.001844761866,   7.410990857e-09,    0.001473462872,    -0.01035210113,       1.551292253,    0.001844761866,   0.0003384114644,   0.0002181481045,              -0.0,       3521.136943,       8864.106698,       46480.18665,       72684.33232,       73935.71795,       76054.74271,       81378.55919,       95585.83897,      -4.113931647,       -3.95787099,      -3.776209216,      -3.799516689,      -4.226505114
        185,           0,          24,      -8.293793524,      -5.549814695,      -5.637660556,      -5.659565773,      -2.932461324,       362.5755528,       1.559484188,   0.0005860836246,    0.001572632343,  -3.430391936e-08,      0.0024870963,   -0.008725006793,       1.559484188,    0.001572632343,   0.0005860836246,   0.0003758188952,              -0.0,       1393.173753,        13972.5163,       53855.44904,       71764.66257,       73537.82293,       75781.18687,       80758.47523,       96160.25682,      -4.123640846,      -3.963409701,      -3.780839229,      -3.804097894,      -4.234942315
        186,           0,          24,      -8.296286223,      -5.551072422,      -5.637128026,      -5.658453298,      -2.935975599,       362.5755528,       1.568455741,   0.0007317240582,    0.001310572417,  -9.456008291e-08,    0.003065379928,   -0.007225132345,       1.568455741,    0.001310572417,   0.0007317240582,   0.0004665251555,              -0.0,       1307.487165,       18681.75658,       57021.39475,       70601.88256,       73443.57512,       75713.24098,       80409.82165,       97003.78997,      -4.131335722,       -3.96896528,       -3.78474221,      -3.807577439,      -4.242649062
        187,           0,          23,      -8.232018713,      -5.480816769,      -5.564923883,      -5.585978619,      -2.871476984,       362.5755528,       1.577077411,   0.0007435031829,    0.001049349644,  -1.696722696e-07,    0.003077968042,   -0.005823222723,       1.577077411,    0.001049349644,   0.0007435031829,   0.0004714436828,              -0.0,        2799.92352,       21971.55667,       57328.16592,       70072.75345,       73702.40143,       75865.32041,        80373.5016,       98069.55226,       -4.07177112,      -3.902207166,      -3.716596606,      -3.739237565,      -4.181795592
        188,           0,          23,      -8.231154495,      -5.480574409,       -5.56361983,      -5.582306624,      -2.872626246,       362.5755528,       1.584464833,   0.0006055023361,   0.0007800964679,  -2.519269011e-07,    0.002413260343,   -0.004449493988,       1.584464833,   0.0007800964679,   0.0006055023361,    0.000382149432,              -0.0,       4675.633916,       24405.47139,       56871.95407,       70338.58021,       74253.51644,       76225.72947,        80718.8516,       99295.60394,      -4.075142421,      -3.904732764,      -3.719018441,      -3.739243701,       -4.18606882
        189,           0,          23,      -8.228805749,      -5.479429151,      -5.562049754,      -5.578538201,      -2.871604625,       362.5755528,       1.589972445,   0.0003370734727,   0.0005049584852,  -3.377764958e-07,    0.001099220575,   -0.003065157862,       1.589972445,   0.0005049584852,   0.0003370734727,   0.0002119995688,              -0.0,       6054.717948,       26749.13797,       57132.00448,       71230.99213,       75009.88149,       76732.24655,       81529.12254,       100610.3646,      -4.076561592,      -3.905627375,       -3.72084615,      -3.738798477,      -4.187658842
        190,           0,          23,      -8.226623745,       -5.47735224,       -5.55984053,      -5.575804692,      -2.869463647,       362.5755528,       1.593260756,  -2.996484026e-05,    0.000244516611,  -4.234397007e-07,   -0.000770476819,   -0.001732900788,       1.593260756,    0.000244516611,  -2.996484026e-05,  -1.880724179e-05,              -0.0,       6681.307174,        28917.0156,       58589.91885,       72550.75086,        75878.0058,       77396.85975,       82952.16413,       101914.6881,      -4.077721471,      -3.904900615,      -3.721664735,      -3.739067949,      -4.187629563
        191,           0,          23,      -8.222004856,      -5.474073013,      -5.556334441,      -5.572982157,       -2.86420387,       362.5755528,       1.594281389,  -0.0004652239395,   1.056884704e-05,  -5.047524168e-07,    -0.00308295412,  -0.0004904492753,       1.594281389,   1.056884704e-05,  -0.0004652239395,  -0.0002918079222,              -0.0,       6906.621189,       30527.64666,       60971.74062,       74160.01221,       76792.67949,       78265.52245,       85016.51221,       103127.2094,      -4.076056397,       -3.90237624,      -3.720927796,      -3.738959464,      -4.184113628
        192,           0,          23,      -8.215495694,      -5.469606022,      -5.552205808,      -5.568563661,      -2.856363324,       362.5755528,       1.593207067,  -0.0009373858179,  -0.0001860774615,  -5.766116024e-07,   -0.005671122833,   0.0006024156601,       1.593207067,  -0.0001860774615,  -0.0009373858179,   -0.000588364085,              -0.0,        7431.77665,       31551.22818,       63833.09392,       75942.56525,       77722.20268,       79362.44725,       87767.78773,       104225.8135,       -4.07217924,      -3.898076917,      -3.719258171,      -3.736935493,      -4.177726718
        193,           0,          24,      -8.274486082,      -5.535060538,      -5.618477785,      -5.632829863,      -2.916141666,       362.5755528,       1.590352875,   -0.001424844778,  -0.0003460405548,   -6.33211969e-07,   -0.008384368998,    0.001530958008,       1.590352875,  -0.0003460405548,   -0.001424844778,  -0.0008959299543,              -0.0,       8407.784956,       32366.18571,       66862.30908,       77828.38563,       78614.95624,       80792.13131,       91210.34075,       105145.6056,      -4.133468126,      -3.963205982,      -3.787718282,       -3.80330879,      -4.238651669
        194,           0,          24,      -8.268663296,       -5.52867654,      -5.612308195,      -5.625702083,      -2.907587972,       362.5755528,       1.586187851,   -0.001897686953,  -0.0004645616878,  -6.709584433e-07,    -0.01101254033,    0.002248956622,       1.586187851,  -0.0004645616878,   -0.001897686953,   -0.001196382227,              -0.0,       9345.403115,       33418.17003,       69906.71916,       79697.84248,       79524.80535,        82816.1706,       95190.82227,       105829.7289,      -4.129696849,      -3.956172402,      -3.783583605,       -3.79810452,      -4.230990369
        195,           0,          24,      -8.262951179,      -5.522663064,      -5.605937907,      -5.618923087,      -2.898802957,       362.5755528,       1.581248021,   -0.002334987204,   -0.000544863146,  -6.913759906e-07,    -0.01340630761,    0.002764683902,       1.581248021,   -0.000544863146,   -0.002334987204,   -0.001476673598,              -0.0,       9722.855535,       34984.84303,       72964.34213,       81611.40858,       80664.81333,       85792.14861,       99398.55406,       106277.5375,      -4.125867301,      -3.949305868,      -3.779050713,      -3.793067296,      -4.222915757
        196,           0,          24,      -8.257229444,      -5.516544321,      -5.599758915,      -5.613252493,      -2.890419199,       362.5755528,       1.576104114,   -0.002703422848,  -0.0005906161728,  -6.942851952e-07,    -0.01537930922,    0.003100534267,       1.576104114,  -0.0005906161728,   -0.002703422848,   -0.001715256514,              -0.0,       9355.692737,       37161.33446,       76098.29756,       83639.57368,       82270.15946,       90039.78255,       103366.9349,       106481.1009,      -4.121908682,      -3.942221538,      -3.774558666,      -3.788888512,      -4.215084653
        197,           0,          24,       -8.25115295,      -5.510094589,      -5.592990095,      -5.608083318,      -2.880631046,       362.5755528,       1.571285269,   -0.002972812925,  -0.0006029804708,  -6.875691741e-07,    -0.01678804592,     0.00327305139,       1.571285269,  -0.0006029804708,   -0.002972812925,   -0.001891962576,              -0.0,       8367.639196,       39953.21448,       79356.31163,       85954.45852,       84609.92331,       95332.96144,       106682.4296,       106473.3336,      -4.117492137,      -3.934747596,      -3.769350726,      -3.785075739,      -4.205708656
        198,           0,          24,      -8.244216834,      -5.504966232,      -5.585669548,      -5.602397746,      -2.870045001,       362.5755528,       1.567197949,   -0.003131752392,  -0.0005832723871,  -6.750996666e-07,    -0.01760297832,    0.003297245901,       1.567197949,  -0.0005832723871,   -0.003131752392,   -0.001998313227,              -0.0,       7167.275599,       43308.92208,       82738.38968,       88768.74404,       87991.16868,       100864.6538,       109210.9722,       106317.3137,      -4.112125093,      -3.928570218,      -3.763371166,      -3.780535525,      -4.195421736
        199,           0,          24,      -8.238775499,      -5.503018451,       -5.57810069,       -5.59688773,      -2.862903515,       362.5755528,       1.564046018,   -0.003171745504,  -0.0005410489524,   -6.61951647e-07,    -0.01780257845,    0.003227490191,       1.564046018,  -0.0005410489524,   -0.003171745504,   -0.002027910603,              -0.0,       6286.247091,       47163.09733,        86205.7289,       92226.01944,       92420.57969,       105631.2773,       110923.2292,       106031.5573,      -4.108182524,       -3.92564481,      -3.756935246,      -3.776072251,      -4.188513196
        200,           0,          24,      -8.235934502,      -5.502408071,      -5.570631175,      -5.592709907,      -2.860279014,       362.5755528,       1.561800819,   -0.003097776781,  -0.0004853601157,  -6.514449555e-07,    -0.01742399128,    0.003104065765,       1.561800819,  -0.0004853601157,   -0.003097776781,   -0.001983464692,              -0.0,       6149.762783,       51361.93529,       89582.70339,       96140.76628,       97340.40451,       108979.4147,       111925.6855,       105638.7278,      -4.106792284,      -3.924115379,      -3.750361643,      -3.772821778,      -4.186102731
        201,           0,          24,      -8.235083291,      -5.502630959,      -5.566287974,      -5.589623608,      -2.860455881,       362.5755528,       1.560239629,   -0.002922766845,  -0.0004359665702,  -6.440616059e-07,     -0.0165303936,    0.003018460817,       1.560239629,  -0.0004359665702,   -0.002922766845,   -0.001873280739,              -0.0,         6871.5714,       55796.84408,       92568.24721,       99902.93438,       101763.5002,       110803.3879,       112309.9466,       105176.5339,      -4.107366771,      -3.923444295,      -3.746762774,       -3.77052967,      -4.186453769
        202,           0,          24,      -8.235734692,      -5.502575036,      -5.563635867,      -5.586390809,      -2.861351557,       362.5755528,       1.559017845,   -0.002665569307,   -0.000413332502,  -6.427477046e-07,    -0.01520879747,     0.00306786056,       1.559017845,   -0.000413332502,   -0.002665569307,   -0.001709774725,              -0.0,       8317.017823,       60406.28891,       94953.16058,       102973.1546,       104959.3376,       111439.8316,       112238.3764,       104674.0844,      -4.109380672,      -3.922489117,       -3.74472768,      -3.767918661,      -4.187401275
        203,           0,          24,      -8.234701938,      -5.502047224,      -5.561199293,      -5.583071645,       -2.85996569,       362.5755528,       1.557761872,   -0.002352375099,  -0.0004294781478,  -6.471619885e-07,    -0.01358351235,     0.00330794715,       1.557761872,  -0.0004294781478,   -0.002352375099,   -0.001510099291,              -0.0,       10184.88106,        65127.1961,       96477.61523,       105011.8631,       106822.9483,         111332.24,       111845.5826,       104146.9961,      -4.109661674,      -3.921045834,      -3.742802328,      -3.765058232,      -4.185923957
        204,           0,          24,      -8.232618593,      -5.500478606,      -5.560196314,      -5.578978205,      -2.858352553,       362.5755528,       1.556142003,   -0.002009127918,  -0.0004896387188,  -6.554767663e-07,     -0.0117816924,     0.00376109504,       1.556142003,  -0.0004896387188,   -0.002009127918,   -0.001291095487,              -0.0,       12113.80062,        69791.0863,       97063.60934,       105901.6617,       107588.4515,        110822.764,       111224.1125,       103601.5794,      -4.108883816,      -3.918618175,      -3.742288607,      -3.761267945,      -4.184177146
        205,           0,          24,       -8.23095837,       -5.49823698,      -5.560003367,      -5.575068915,      -2.857413443,       362.5755528,       1.553930749,     -0.0016655571,  -0.0005908668057,  -6.675748744e-07,   -0.009956048591,    0.004405911846,       1.553930749,  -0.0005908668057,     -0.0016655571,    -0.00107183483,              -0.0,        13853.1463,       74066.32895,       96766.01732,       105894.3011,       107663.3933,       110131.1537,       110462.1404,       103040.9536,      -4.108486814,      -3.915568458,      -3.742517716,      -3.757566539,      -4.183075857
        206,           0,          24,      -8.229751043,      -5.496307582,      -5.559208241,      -5.570750033,       -2.85700088,       362.5755528,       1.551026222,   -0.001354819483,  -0.0007219538674,   -6.83690085e-07,   -0.008281344752,    0.005172865101,       1.551026222,  -0.0007219538674,   -0.001354819483,  -0.0008734987607,              -0.0,       15456.04332,       77445.40287,       95752.49673,       105336.7087,         107414.89,       109379.2351,        109612.307,       102469.6367,      -4.108489214,      -3.912800908,      -3.741987881,       -3.75338722,      -4.182446427
        207,           0,          24,      -8.228114805,      -5.495364646,      -5.557718367,      -5.565903662,      -2.856375355,       362.5755528,       1.547485459,   -0.001099727088,   -0.000868296359,  -7.035620861e-07,   -0.006875879006,    0.005973043553,       1.547485459,   -0.000868296359,   -0.001099727088,  -0.0007106542302,              -0.0,       17218.34566,       79386.80639,       94132.20179,       104542.4172,       107060.6655,       108616.8225,       108707.5852,       101893.8075,      -4.107970885,      -3.910929498,      -3.740645634,      -3.748636209,      -4.181568087
        208,           0,          24,      -8.225174837,      -5.494592772,       -5.55565123,       -5.56061931,      -2.853962032,       362.5755528,       1.543529699,  -0.0009205897503,   -0.001017366589,  -7.249621044e-07,   -0.005849145017,    0.006733412033,       1.543529699,   -0.001017366589,  -0.0009205897503,  -0.0005964185535,              -0.0,       19658.86406,       79378.29797,       92056.82938,        103749.035,       106704.0628,       107853.3256,       107768.3807,       101317.9684,      -4.105990169,      -3.909022029,      -3.738639839,      -3.743384728,      -4.178801295
        209,           0,          24,      -8.221491521,      -5.493315695,      -5.554029917,      -5.554701456,      -2.850548876,       362.5755528,       1.539519446,  -0.0008205340556,   -0.001156973908,  -7.474718703e-07,   -0.005222690085,    0.007397387343,       1.539519446,   -0.001156973908,  -0.0008205340556,  -0.0005329806372,              -0.0,       22880.82383,       77155.82233,       89645.02761,       103124.7715,       106385.2088,       107043.4169,       106803.5451,       100743.9973,       -4.10308136,      -3.906295347,      -3.737013446,      -3.737393332,      -4.174939867
        210,           0,          24,       -8.21755009,       -5.49051163,      -5.553372575,      -5.547866541,      -2.846408712,       362.5755528,       1.535930684,  -0.0008009870869,   -0.001276458407,  -7.697577173e-07,   -0.005020099943,    0.007931845813,       1.535930684,   -0.001276458407,  -0.0008009870869,   -0.000521499502,              -0.0,       26337.62255,       72801.53921,       87048.47069,        102798.333,       106113.7498,       106166.3949,       105823.4917,       100170.2132,      -4.099742166,      -3.901838139,      -3.736288876,      -3.730373775,      -4.170217868
        211,           0,          24,      -8.213479772,      -5.486614768,      -5.552430273,      -5.541726901,      -2.841526519,       362.5755528,        1.53325879,  -0.0008378869147,   -0.001369920207,  -7.880926375e-07,   -0.005132504499,    0.008339701624,        1.53325879,   -0.001369920207,  -0.0008378869147,  -0.0005464745549,              -0.0,       29294.96716,       66706.56013,       84359.83648,       102830.4896,       105864.1128,       105231.6648,       104844.1037,       99593.32549,      -4.096134253,       -3.89618099,      -3.735114736,      -3.723920308,      -4.164675044
        212,           0,          24,       -8.21019747,        -5.4828856,      -5.550982197,      -5.535723524,      -2.836718979,       362.5755528,       1.531951439,  -0.0009095388955,   -0.001441098442,  -7.994831425e-07,   -0.005461787285,    0.008675554156,       1.531951439,   -0.001441098442,  -0.0009095388955,  -0.0005937126153,              -0.0,       31533.07014,       59521.95557,       81540.48846,       103172.8994,       105573.9891,        104276.098,       103880.2141,       99014.26624,      -4.093159583,        -3.8906277,      -3.733314475,      -3.717443348,      -4.159145919
        213,           0,          24,      -8.207217326,       -5.47965934,      -5.548359653,      -5.529250255,       -2.83251609,       362.5755528,       1.532291902,  -0.0009974647191,   -0.001498787775,  -8.016996299e-07,   -0.005913749713,    0.009011178334,       1.532291902,   -0.001498787775,  -0.0009974647191,   -0.000650962599,              -0.0,       33130.06236,       51985.66143,       78690.65696,       103548.8473,       105147.0304,       103317.6941,        102939.526,       98439.74887,      -4.090327446,      -3.885524128,      -3.730143857,      -3.710380213,      -4.154175933
        214,           0,          24,      -8.204682305,      -5.476733365,       -5.54533651,      -5.523894732,       -2.82745435,       362.5755528,       1.534328374,   -0.001085431144,    -0.00156333747,  -7.906327667e-07,   -0.006390747462,    0.009463616298,       1.534328374,    -0.00156333747,   -0.001085431144,  -0.0007074307965,              -0.0,       33813.46029,       44517.56094,       75811.56389,       103626.7272,       104473.5684,       102382.4902,       102039.7164,       97885.08451,      -4.087835677,      -3.880758245,      -3.726390686,      -3.704313129,      -4.148334066
        215,           0,          24,      -8.202431384,      -5.473426485,       -5.54432891,      -5.520591704,      -2.820849485,       362.5755528,       1.537847699,   -0.001163438361,   -0.001661296841,  -7.656873837e-07,   -0.006817717413,     0.01016689057,       1.537847699,   -0.001661296841,   -0.001163438361,  -0.0007565367893,              -0.0,       33437.12993,        37400.2047,       72913.62089,       103269.2673,       103477.8154,       101488.2033,       101192.7617,       97367.92288,      -4.085555681,      -3.875671649,       -3.72443904,      -3.700161675,      -4.140932106
        216,           0,          24,      -8.200743631,      -5.469663396,      -5.543591441,        -5.5188158,      -2.820446618,       362.5755528,       1.542397873,    -0.00122540593,   -0.001810994616,  -7.311639274e-07,   -0.007143556175,     0.01119652875,       1.542397873,   -0.001810994616,    -0.00122540593,  -0.0007944810812,              -0.0,       32499.66084,       30659.85703,       70218.71359,       102135.3513,       102255.2526,        100654.178,        100409.996,       96903.80128,      -4.083774515,      -3.870284458,      -3.722543491,      -3.697375938,      -4.139733994
        217,           0,          24,      -8.197984698,      -5.466357514,      -5.540884906,      -5.516333623,      -2.815259732,       362.5755528,       1.547393401,   -0.001283276015,   -0.002025218045,  -6.899370285e-07,   -0.007424516705,     0.01259372462,       1.547393401,   -0.002025218045,   -0.001283276015,  -0.0008293146493,              -0.0,       32060.92303,       24192.38003,       68168.18519,       100406.3032,       100847.9893,       99898.44031,       99703.15448,       96500.77223,      -4.080861904,      -3.865581886,      -3.718480471,       -3.69375779,       -4.13375717
