VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,    "probe_u1"    ,    "probe_u2"    ,    "probe_u3"    ,    "probe_u4"    ,    "probe_u5"    ,    "probe_v1"    ,    "probe_v2"    ,    "probe_v3"    ,    "probe_v4"    ,    "probe_v5"    ,    "probe_w1"    ,    "probe_w2"    ,    "probe_w3"    ,    "probe_w4"    ,    "probe_w5"    ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  
        251,           0,          26,       -8.26418397,      -5.557844684,       -5.64037464,       -5.67185392,      -2.736414418,       362.5755528,       1.557004882,   -0.003212709677,  -0.0003162534691,   5.452686024e-07,    -0.01943423089,    0.001979367926,       1.557004882,  -0.0003162534691,   -0.003212709677,   -0.002063390882,              -nan,      -61.67079645,       109.4691918,       308.4007919,       368.0034232,       384.2774051,       21.62843799,      -46.54557852,      -55.07784115,      -57.40509077,      -49.15415889,       39.42041889,      -9.614849099,     -0.6932879842,       6.664108163,       9.233692981,      -4.087887713,      -3.802307698,      -3.738515386,      -3.771163897,      -3.964616989
        252,           0,          26,       -8.26070485,      -5.554784654,      -5.640005626,      -5.670326528,       -2.66063322,       362.5755528,       1.557875391,    -0.00333045876,  -0.0007030717126,   5.534897023e-07,    -0.02004132487,    0.004094696058,       1.557875391,  -0.0007030717126,    -0.00333045876,   -0.002137821021,              -nan,      -53.96821917,       157.9973408,        316.845674,       373.2247556,       387.8773191,      -1.162112489,      -50.13077754,       -60.2757251,      -60.16868535,      -51.64022607,        28.2582159,      -13.63535478,      0.6726501055,       5.085950019,       7.491598142,      -4.082486238,      -3.794745292,      -3.735690395,      -3.767232281,      -3.886317677
        253,           0,          26,      -8.253965146,      -5.458228119,      -5.315738881,      -5.620608132,      -2.670538851,       362.5755528,        1.55808925,   -0.003452315925,   -0.001118922593,   5.579834591e-07,    -0.02070254082,    0.006335818691,        1.55808925,   -0.001118922593,   -0.003452315925,   -0.002215736952,              -nan,       -49.3737559,       197.4860037,       323.8474667,       377.8674136,       391.8164201,      -26.13366624,      -54.19535357,      -64.39506341,      -62.19283925,      -53.96468245,       14.81209275,      -14.03183854,       1.042465629,       3.954726478,       5.563430749,      -4.073898268,      -3.694221545,      -3.408952854,      -3.715120295,      -3.893845381
        254,           0,          26,      -8.258305598,      -5.547597021,      -5.638773103,       -5.67394394,      -2.819274169,       362.5755528,       1.557769493,   -0.003571034018,   -0.001537367819,   5.587486913e-07,     -0.0213786343,     0.00855530023,       1.557769493,   -0.001537367819,   -0.003571034018,   -0.002292402074,              -nan,      -50.12594071,       223.9040071,        329.845871,        382.090844,       396.2043517,      -47.69426156,       -60.8118079,      -67.85202982,      -63.64635076,       -56.3525379,      0.5798791861,      -12.75272136,      0.7378211751,       3.300551501,       3.519021027,      -4.076443174,       -3.78010391,      -3.729451262,      -3.766039442,      -4.040304739
        255,           0,          26,      -8.259495119,      -5.537724022,      -5.628452312,      -5.662841259,      -2.521351509,       362.5755528,       1.557030005,   -0.003684789012,   -0.001928363152,   5.570939618e-07,    -0.02204671492,     0.01059410805,       1.557030005,   -0.001928363152,   -0.003684789012,   -0.002366549778,              -nan,      -52.11804456,       239.8200726,       335.0044524,       386.1694073,       401.1795023,      -63.56163437,      -68.60368666,       -71.0272564,      -64.67368794,      -58.94122801,      -12.31863153,      -10.92469705,      0.1013962153,       3.053314354,        1.46327383,      -4.075878931,      -3.767141616,      -3.716574027,      -3.752452896,      -3.740178768
        256,           0,          26,      -8.262776979,      -5.531018224,      -5.627440166,      -5.660637221,      -2.583050893,       362.5755528,       1.555958077,   -0.003793164974,   -0.002256751412,   5.521303506e-07,    -0.02268170805,     0.01227304624,       1.555958077,   -0.002256751412,   -0.003793164974,   -0.002437832375,              -nan,      -46.08308845,       249.3974675,       339.4608844,       390.4130342,       406.8989716,      -74.34146161,      -75.48017969,      -74.03205486,      -65.47353516,      -61.79840694,      -21.15994518,      -8.981167092,     -0.5266205538,       3.024058041,     -0.4640798663,      -4.077431873,      -3.757628586,      -3.713011078,      -3.747718717,      -3.799726886
        257,           0,          26,       -8.26720183,      -5.520096857,       -5.61899724,      -5.637863369,      -2.681433352,       362.5755528,       1.554619947,   -0.003894130478,   -0.002494931805,   5.447420314e-07,    -0.02324919014,     0.01345822714,       1.554619947,   -0.002494931805,   -0.003894130478,   -0.002504876183,              -nan,       -20.2933779,       255.7202499,        343.347015,       395.0895328,        413.338771,      -79.95334543,       -80.0154603,      -76.57707571,       -66.3076905,      -64.94149845,      -23.01915788,       -7.07810472,     -0.8573179286,       2.963447295,      -2.082588295,      -4.080144609,      -3.744130876,      -3.701979302,      -3.722367174,       -3.89598405
        258,           0,          26,      -8.272340498,      -5.535536419,      -5.638811631,      -5.672096615,      -2.736923636,       362.5755528,       1.553074684,   -0.003985840701,   -0.002620972234,   5.345667033e-07,    -0.02372295003,     0.01404459219,       1.553074684,   -0.002620972234,   -0.003985840701,   -0.002566419209,              -nan,       27.58445838,       260.3108118,         346.76038,       400.3427524,       420.2778189,      -80.43484182,      -81.94263907,       -78.1645868,      -67.43478157,      -68.31778731,      -16.96210688,      -4.924739537,     -0.6918244669,       2.661203118,      -3.435785795,      -4.083586333,      -3.757150897,       -3.71921497,      -3.754051248,      -3.949367442
        259,           0,          26,       -8.27637753,      -5.535722683,      -5.639709373,      -5.672233547,      -2.812900735,       362.5755528,       1.551395158,   -0.004060591257,   -0.002624485189,   5.228555483e-07,    -0.02405741784,     0.01398373696,       1.551395158,   -0.002624485189,   -0.004060591257,   -0.002617380385,              -nan,       80.75574664,       263.7137343,       349.7814865,       406.2138626,       427.3588094,      -78.61090185,      -81.77136412,      -78.34419672,      -68.96387277,      -71.81148644,       -6.37291185,      -1.860652207,      0.1748712548,       2.038119253,      -4.536814648,      -4.085926569,      -3.755018349,      -3.717551343,      -3.751670235,      -4.023242628
        260,           0,          26,      -8.280352178,      -5.534451375,      -5.638023935,      -5.672079723,      -2.831005569,       362.5755528,        1.54967213,   -0.004111486363,   -0.002513507767,   5.092431418e-07,    -0.02422491278,     0.01331990212,        1.54967213,   -0.002513507767,   -0.004111486363,   -0.002653133062,              -nan,       121.6570615,       265.8676037,       352.5303613,       412.5334544,       434.0921377,      -76.56205314,      -79.78386857,       -76.8330642,      -70.77643059,      -75.29427522,       3.423955276,       2.869030463,       1.902693031,       1.142131737,      -5.369955347,      -4.088196981,      -3.751474862,      -3.713330791,      -3.749026422,      -4.039255031
        261,           0,          26,      -8.282176614,      -5.530543304,      -5.633228361,      -5.671623267,      -2.782493051,       362.5755528,       1.548002022,    -0.00412703556,   -0.002305460154,   4.932951951e-07,    -0.02418381824,     0.01214402556,       1.548002022,   -0.002305460154,    -0.00412703556,   -0.002666040161,              -nan,       145.6336243,       266.3389937,       355.1331998,       419.0289854,       440.3226451,      -73.56017279,      -75.77599179,      -73.61133088,       -72.4775774,      -78.57827999,       10.80978659,       9.839174401,       4.517081946,      0.1330252339,      -5.961043606,      -4.088312389,      -3.745316457,      -3.706009556,      -3.746105485,      -3.988673404
        262,           0,          26,      -8.282758148,      -5.527303153,      -5.632098871,       -5.66953519,      -2.768920692,       362.5755528,       1.546463438,   -0.004104204796,   -0.002026749779,   4.730951758e-07,    -0.02394237152,     0.01059175835,       1.546463438,   -0.002026749779,   -0.004104204796,   -0.002653929407,              -nan,        156.466045,       264.2588936,       357.5998049,       425.3764792,       445.9186317,      -68.08728187,      -69.13588238,      -68.83233811,      -73.72647712,      -81.52508063,       17.97139665,       19.30504772,       7.783343403,     -0.6911274565,      -6.378988744,      -4.087176881,       -3.73973741,      -3.702384687,      -3.741602204,      -3.973019981
        263,           0,          26,      -8.282627099,      -5.525981169,       -5.63163062,       -5.66584337,      -2.859759366,       362.5755528,        1.54510023,   -0.004046902598,   -0.001710785648,   4.455036343e-07,    -0.02354365236,    0.008839692832,        1.54510023,   -0.001710785648,   -0.004046902598,   -0.002619184516,              -nan,       158.1469764,       258.8351526,       359.7738936,       431.1450745,       450.8083562,      -60.48778021,      -59.80460067,      -62.77722736,      -74.13069994,      -84.07126016,       27.36923458,       31.11045225,       11.20867603,      -1.204022175,      -6.726200765,      -4.085324587,      -3.735947695,      -3.699461958,      -3.735579666,      -4.061779743
        264,           0,          26,       -8.28277956,      -5.525906124,      -5.632028018,      -5.659871169,      -2.710096342,       362.5755528,       1.543923101,   -0.003961429478,   -0.001388782487,   4.102316205e-07,    -0.02303429145,    0.007054739614,       1.543923101,   -0.001388782487,   -0.003961429478,   -0.002565820459,              -nan,       151.7006915,       249.8001734,        361.302793,       435.9655219,        454.964291,      -51.72145306,      -49.03353132,      -55.83184446,      -73.49621198,      -86.14790812,       39.55957058,       44.87588004,       14.09523801,      -1.495013162,       -7.07910524,      -4.083749958,      -3.733216854,      -3.697470304,      -3.727394044,      -3.910007436
        265,           0,          26,      -8.282971409,      -5.526888569,      -5.633976426,      -5.652563939,      -2.586647931,       362.5755528,       1.542917215,   -0.003859793882,   -0.001088876541,   3.699728836e-07,    -0.02248098104,    0.005390718173,       1.542917215,   -0.001088876541,   -0.003859793882,   -0.002501620854,              -nan,       135.0357034,        237.328879,       361.9784048,       439.6039977,       458.3291712,       -41.9928149,      -38.85593383,      -48.66136638,      -71.97829069,      -87.71447667,       52.98808127,       60.01923198,       15.78763693,      -1.805189923,      -7.448890316,       -4.08220951,         -3.731333,      -3.697169168,      -3.718005882,      -3.784374136
        266,           0,          26,      -8.283048263,      -5.528221818,      -5.634738562,      -5.647384344,      -2.687206998,       362.5755528,       1.542053538,   -0.003758134677,  -0.0008312346124,   3.294827635e-07,    -0.02196527988,    0.003959848306,       1.542053538,  -0.0008312346124,   -0.003758134677,   -0.002437097406,              -nan,       104.6646709,       220.6257468,       361.9933317,       441.9618809,       460.8835107,      -32.26239532,      -30.59399718,      -42.37585998,       -69.9641585,      -88.84834513,       66.60408627,       75.81262144,       15.78202437,      -2.374586138,       -7.85985422,      -4.080551931,      -3.729546552,      -3.695849775,      -3.710864933,      -3.882658169
        267,           0,          26,      -8.282447621,      -5.528595108,      -5.634832645,      -5.641835975,       -2.72075128,       362.5755528,       1.541305995,   -0.003669123995,  -0.0006267120521,   2.923304069e-07,    -0.02154662459,    0.002826463532,       1.541305995,  -0.0006267120521,   -0.003669123995,   -0.002380529243,              -nan,       62.65585099,       197.0355969,       361.9786466,       443.1073732,       462.6028089,      -25.28359362,      -23.79582732,      -38.19760595,      -67.94000992,       -89.6224074,       82.46326489,       91.17835383,       13.89922489,      -3.478246153,      -8.331239673,      -4.078222276,      -3.726500799,       -3.69399375,      -3.703457019,      -3.913839685
        268,           0,          26,      -8.281378201,      -5.527393449,      -5.634587975,      -5.637558071,      -2.671689554,       362.5755528,       1.540666228,   -0.003598881776,  -0.0004751574654,   2.596624102e-07,    -0.02124923855,    0.001996531347,       1.540666228,  -0.0004751574654,   -0.003598881776,   -0.002335925661,              -nan,        20.0656709,       164.1613839,       362.6339383,       443.2626356,       463.5341333,      -18.55213033,      -16.39400595,      -36.75900538,      -66.33970829,      -90.07644654,       102.7664076,       104.0347762,       10.34499547,      -5.438637798,      -8.928183693,      -4.075431199,      -3.721646213,      -3.691911902,      -3.697418163,      -3.862320182
        269,           0,          26,      -8.280530737,      -5.526731213,      -5.636098164,      -5.635783332,      -2.665332567,       362.5755528,       1.540135181,   -0.003552353271,  -0.0003697995655,   2.305034816e-07,    -0.02109694955,    0.001437637739,       1.540135181,  -0.0003697995655,   -0.003552353271,   -0.002306520438,              -nan,      -9.122023072,       124.1517851,       364.3313395,       442.7348413,       463.7555519,      -2.363003071,      -6.845032571,      -38.06152539,      -65.46060614,      -90.11000546,       126.3871411,       111.0159738,       5.490675124,      -8.414954677,      -9.782232763,       -4.07289602,       -3.71714502,      -3.691700774,      -3.694012423,      -3.853430465
        270,           0,          26,      -8.280400638,        -5.5269294,      -5.637119013,      -5.635129424,      -2.665372206,       362.5755528,       1.539739801,    -0.00352563439,   -0.000303315509,   2.022465579e-07,    -0.02107012738,    0.001111679273,       1.539739801,   -0.000303315509,    -0.00352563439,   -0.002289759859,              -nan,      -18.80075794,       85.42939959,        366.760401,       441.8930448,       463.3736158,       27.76191134,       3.501535976,      -41.48376721,      -65.43009511,      -89.52438517,       149.6393281,       109.2860379,     -0.2967620207,      -12.38126117,      -11.05532067,      -4.071123655,      -3.713312992,      -3.691117963,      -3.691810334,       -3.85086612
        271,           0,          26,      -8.280797454,       -5.52946379,      -5.639312945,      -5.636592324,      -2.879112626,       362.5755528,       1.539518669,   -0.003512792629,  -0.0002678279048,   1.717416335e-07,    -0.02113674224,   0.0009756294638,       1.539518669,  -0.0002678279048,   -0.003512792629,   -0.002281747342,              -nan,       -15.5146818,       57.82464822,       368.7869159,       440.9856166,       462.5332794,        65.2387336,       11.67973893,      -46.26645751,      -66.12793293,      -88.11551242,       168.6328938,       99.27390329,      -6.843368575,        -17.062697,      -12.81455779,      -4.069934007,      -3.711729757,      -3.691845762,      -3.691790838,      -4.061905826
        272,           0,          26,      -8.281213877,      -5.533042671,      -5.640751075,       -5.63855037,      -2.750501965,       362.5755528,        1.53951367,   -0.003510093946,  -0.0002555045412,   1.366727122e-07,    -0.02127193083,   0.0009834621349,        1.53951367,  -0.0002555045412,   -0.003510093946,   -0.002280001805,              -nan,       -11.0270994,       45.44657321,        368.986484,       440.0904653,       461.3319698,       99.14299483,       15.46200914,      -51.78846254,      -67.25949674,      -85.79560962,       180.8181523,       83.69206091,      -14.43879875,      -22.02799599,      -15.10725439,      -4.068868323,      -3.711296724,      -3.691953984,      -3.692379355,      -3.930583713
        273,           0,          26,      -8.282233158,      -5.537867609,       -5.64338273,      -5.642996415,      -2.828683098,       362.5755528,       1.539754191,   -0.003517086245,   -0.000270126634,   9.618615977e-08,    -0.02146229251,    0.001150368698,       1.539754191,   -0.000270126634,   -0.003517086245,   -0.002284186831,              -nan,      -10.78650802,       46.84778359,       365.9646481,       439.1361257,       459.7910888,       122.8382188,       14.93940982,      -57.68904757,      -68.54021789,      -82.66799455,        185.816294,       65.84182113,      -23.73041645,      -26.83451785,      -17.78693897,      -4.068543372,      -3.712421439,      -3.693411717,      -3.695569588,      -4.006117702
        274,           0,          26,      -8.283579515,       -5.54274139,      -5.645316919,      -5.647814246,      -2.793358723,       362.5755528,       1.540240545,   -0.003537502504,  -0.0003099485503,   4.956089684e-08,    -0.02170826684,    0.001460152956,       1.540240545,  -0.0003099485503,   -0.003537502504,   -0.002296720804,              -nan,      -12.90213903,       57.85029131,       358.4132341,       437.8985017,       457.8898112,       136.3140986,       11.98377326,      -63.56343412,      -69.46909255,      -79.10857491,       184.2581914,       48.29470858,      -35.56228237,      -31.24785729,      -20.46116709,      -4.068696253,      -3.714073944,      -3.694336368,      -3.699286051,      -3.968285772
        275,           0,          26,      -8.285788811,      -5.547192849,      -5.647432879,      -5.651953339,      -2.894980708,       362.5755528,        1.54093628,   -0.003573557265,  -0.0003815835653,   -1.85468981e-09,    -0.02200183161,    0.001939075599,        1.54093628,  -0.0003815835653,   -0.003573557265,   -0.002319081789,              -nan,      -13.46922379,        73.6811014,       345.2866592,       436.0754701,       455.5942507,       141.5190892,       7.761852714,      -69.04672638,      -69.70066738,      -75.72597421,       177.4954095,       31.98696302,       -50.5136276,      -35.10074028,       -22.7426905,      -4.069875522,      -3.715998592,      -3.695586927,      -3.702425901,      -4.067594335
        276,           0,          26,      -8.288436153,      -5.551812445,      -5.650476732,      -5.655175841,      -2.896747742,       362.5755528,        1.54177731,    -0.00362987476,  -0.0004878789344,  -5.667971959e-08,     -0.0223526824,    0.002593349806,        1.54177731,  -0.0004878789344,    -0.00362987476,    -0.00235434439,              -nan,      -11.38319696,       90.06720344,       327.0663819,       433.4473311,       452.9090426,       140.5581218,       2.194726447,      -73.80389988,      -69.10301138,      -72.92254611,       167.3340838,       16.64522851,      -68.95203918,      -38.17545998,      -24.37202893,      -4.071651505,      -3.718872468,      -3.697895981,       -3.70479629,      -4.067293207
        277,           0,          26,      -8.291490163,       -5.55538528,      -5.652381963,      -5.655416187,       -2.79433118,       362.5755528,       1.542682039,   -0.003707575297,  -0.0006302074518,  -1.133237601e-07,    -0.02276283329,    0.003422651685,       1.542682039,  -0.0006302074518,   -0.003707575297,   -0.002403330824,              -nan,      -7.734081795,       104.1845935,       306.7735745,       429.9423805,       449.8100215,       135.2319809,      -5.156753109,      -77.37935425,      -67.97931588,      -70.96770293,       155.5997259,       1.148182701,      -89.75451995,      -40.13751608,       -25.2680443,       -4.07397308,      -3.721464608,      -3.699221203,      -3.704361293,      -3.963001495
        278,           0,          26,      -8.293775721,      -5.560304064,      -5.654795917,      -5.655679592,      -2.559806281,       362.5755528,       1.543565303,   -0.003804293607,   -0.000805574377,  -1.693731003e-07,    -0.02322788057,    0.004406516607,       1.543565303,   -0.000805574377,   -0.003804293607,   -0.002464614616,              -nan,      -3.907260063,       114.7466552,       290.1222094,       425.7945873,        446.372593,       126.7590074,      -14.72842606,       -79.2616827,      -67.02701926,      -70.01086032,       144.1092437,      -17.21415659,      -109.6771602,      -40.56848795,      -25.52408514,      -4.075640478,      -3.726090707,      -3.701218809,      -3.704088643,      -3.726784905
        279,           0,          26,       -8.29726141,      -5.561207584,      -5.662105408,      -5.649235406,      -2.606284261,       362.5755528,       1.544356154,   -0.003914094267,   -0.001008919251,  -2.234830709e-07,    -0.02373364379,    0.005518149069,       1.544356154,   -0.001008919251,   -0.003914094267,   -0.002534450526,              -nan,     -0.5765175666,       121.9389204,       282.8895073,       421.4917032,       442.7915197,       114.6396556,      -26.60624366,      -79.02031742,      -67.04658506,      -70.10634628,       132.2487242,      -42.06580859,      -124.4649403,       -39.3788242,      -25.31997797,      -4.078596929,      -3.727278648,      -3.708272448,      -3.697225405,       -3.77172488
        280,           0,          26,      -8.300729001,      -5.563369416,      -5.664895707,      -5.649847155,      -2.472397383,       362.5755528,       1.544989619,   -0.004032483454,   -0.001224231835,  -2.749254326e-07,     -0.0242756714,    0.006679188998,       1.544989619,   -0.001224231835,   -0.004032483454,    -0.00261003919,              -nan,       1.933777931,       127.2373682,       287.6692266,        417.559427,       439.3260319,       96.76662386,      -40.43306889,      -77.07320603,      -68.55062223,      -71.21116806,        116.360197,       -75.3462863,      -129.9098791,      -36.93508299,       -24.8414159,      -4.081600888,      -3.730204746,      -3.710940976,      -3.697650778,      -3.636441758
        281,           0,          26,      -8.303864176,      -5.569427034,      -5.668225452,      -5.658875545,      -2.685322275,       362.5755528,       1.545414873,   -0.004147047986,   -0.001439293776,  -3.223191276e-07,     -0.0248042621,    0.007832927719,       1.545414873,   -0.001439293776,   -0.004147047986,   -0.002683452877,              -nan,        4.42328433,       134.4231272,          300.7999,       414.3874062,       436.2189476,       71.20423097,      -54.26491903,      -74.70126125,      -71.51345626,      -73.10816889,        90.5736919,       -114.713876,      -123.7547304,      -33.90383987,      -24.23780643,      -4.084334543,      -3.737525366,      -3.714323452,      -3.706745514,      -3.848100058
        282,           0,          26,      -8.304614343,      -5.570615135,       -5.66851013,      -5.660069097,      -2.615971021,       362.5755528,       1.545590575,   -0.004251796334,   -0.001637137646,  -3.659679742e-07,    -0.02529396429,    0.008898275237,       1.545590575,   -0.001637137646,   -0.004251796334,   -0.002750920201,              -nan,       10.75702331,       149.3563854,       316.4969004,       412.1817805,       433.6384438,       42.27659912,      -65.39843566,      -73.72916122,      -75.48962385,      -75.46233819,       52.57935229,      -151.3318792,      -108.0260843,      -30.91014064,       -23.5795931,      -4.084743285,      -3.740487273,      -3.714885392,      -3.708258118,      -3.777624583
        283,           0,          26,      -8.305211072,      -5.567013088,      -5.661846578,      -5.649911503,      -2.540335499,       362.5755528,        1.54548762,   -0.004336795301,   -0.001802201261,  -4.053657935e-07,    -0.02568922059,    0.009796902986,        1.54548762,   -0.001802201261,   -0.004336795301,   -0.002806101612,              -nan,       25.12241386,       174.3012558,       330.4297615,        410.908376,       431.6522372,       21.50921518,      -71.82360198,      -75.04645432,       -79.8128451,      -77.90253588,       10.25140699,      -176.1108781,      -88.98936156,      -28.27882306,      -22.85415729,      -4.085039659,      -3.739123533,      -3.708698602,      -3.698605743,      -3.700985176
        284,           0,          26,      -8.306120652,      -5.570827163,      -5.665392664,      -5.658318613,       -2.59140275,       362.5755528,       1.545099017,   -0.004393670106,   -0.001925158921,  -4.398179243e-07,    -0.02593746078,     0.01047669698,       1.545099017,   -0.001925158921,   -0.004393670106,   -0.002843617177,              -nan,        45.8434943,       204.6731455,       341.0299326,       410.3786576,       430.2619604,        15.1495581,      -74.51260414,      -78.43911755,      -83.95080449,      -80.10270755,      -24.29074958,       -185.615355,      -72.33356976,       -26.1069287,      -22.00366227,      -4.085680693,      -3.745584067,      -3.712878887,      -3.707684812,      -3.751170505
        285,           0,          26,      -8.305796108,      -5.570966724,      -5.662983533,      -5.655551973,      -2.585608892,       362.5755528,       1.544445966,   -0.004417281824,   -0.001999698001,  -4.693102475e-07,    -0.02600250107,     0.01089665779,       1.544445966,   -0.001999698001,   -0.004417281824,   -0.002860107715,              -nan,       65.61764903,       232.4920889,       348.1455465,       410.3313521,       429.3910204,       17.32482336,        -75.114304,      -83.14492875,      -87.60535865,      -81.86896276,       -44.2110011,      -180.4643706,       -60.4288027,      -24.24511528,      -20.99040856,      -4.085111079,      -3.748736535,      -3.711159771,      -3.705708509,      -3.744626355
        286,           0,          26,      -8.304784946,      -5.571951647,      -5.665888621,      -5.655933758,      -2.502274808,       362.5755528,       1.543574937,    -0.00440240973,   -0.002021681221,  -4.951434225e-07,    -0.02584985843,     0.01102522745,       1.543574937,   -0.002021681221,    -0.00440240973,   -0.002852086818,              -nan,       80.15806508,       253.3655959,       352.0229451,       410.5617209,       428.9080684,       18.98057106,      -76.20847727,      -88.03467268,      -90.76127247,      -83.14649127,      -51.28192925,      -165.3397043,      -52.87237391,      -22.38937368,       -19.8201114,      -4.083874702,      -3.753097899,      -3.714770905,      -3.706994675,      -3.660637546
        287,           0,          26,      -8.304490902,      -5.573061791,      -5.670143124,      -5.658549874,      -2.663551959,       362.5755528,       1.542548415,   -0.004345928205,   -0.001991793674,  -5.184576551e-07,    -0.02546041917,     0.01086075598,       1.542548415,   -0.001991793674,   -0.004345928205,   -0.002817369077,              -nan,       89.08332877,       266.0755949,       353.3062009,       410.9530713,       428.6637129,       16.16320589,      -78.03835727,      -92.50989944,      -93.52422605,      -84.01212569,      -52.10825821,      -144.8291799,      -47.72544067,      -20.33141456,      -18.53094006,      -4.083363406,      -3.757883902,      -3.719671391,      -3.710634426,      -3.821305495
        288,           0,          26,      -8.305247541,      -5.573417635,      -5.673712138,       -5.65983789,      -2.910392198,       362.5755528,       1.541430071,   -0.004247373424,   -0.001913207204,  -5.408767864e-07,    -0.02483293144,     0.01042308667,       1.541430071,   -0.001913207204,   -0.004247373424,   -0.002755475907,              -nan,       92.56990061,       271.6267642,       352.8808762,       411.4506382,       428.5414876,       10.04876599,       -80.7202912,      -96.41920474,      -95.96967443,       -84.5838554,      -53.99586902,      -124.1066412,      -42.89529957,      -18.04420908,      -17.18403161,      -4.083907744,      -3.762193563,      -3.723748338,      -3.712997046,       -4.06761222
        289,           0,          26,      -8.305868556,      -5.571978139,      -5.675056913,      -5.660192001,      -2.805311012,       362.5755528,       1.540275415,   -0.004106838799,   -0.001792219276,  -5.639629456e-07,    -0.02396870867,    0.009756031514,       1.540275415,   -0.001792219276,   -0.004106838799,   -0.002666301597,              -nan,       90.63395927,        272.162807,       351.5887222,       412.0104078,        428.449626,       3.789240555,      -83.65706318,      -99.67838687,      -97.92097413,      -84.98871004,      -60.57962407,      -106.9357828,      -36.92847065,      -15.50014278,      -15.82388733,      -4.084319106,      -3.765001356,      -3.725367578,      -3.714439259,      -3.962096395
        290,           0,          26,      -8.305372634,      -5.568502574,      -5.674509741,      -5.659400394,      -2.633809946,       362.5755528,       1.539123869,   -0.003926515938,   -0.001638511704,   -5.89050285e-07,    -0.02288068997,     0.00892685908,       1.539123869,   -0.001638511704,   -0.003926515938,   -0.002551137058,              -nan,       83.74340309,       269.3930487,       350.0371667,       412.6249927,        428.346072,      0.7316755778,      -85.83607837,      -102.2052975,      -99.16500243,      -85.29114786,      -70.19186462,       -93.4774388,      -29.37953193,      -12.78129999,      -14.46959381,      -4.083616953,      -3.765961535,      -3.724804171,      -3.714727031,      -3.790207529
        291,           0,          26,      -8.305633996,      -5.565436704,      -5.674476408,      -5.660340358,      -2.759963231,       362.5755528,       1.537995708,   -0.003705523489,   -0.001467811238,  -6.166925353e-07,    -0.02156400818,    0.008033677299,       1.537995708,   -0.001467811238,   -0.003705523489,   -0.002409319786,              -nan,        74.2940087,       264.4081618,       348.7438307,       413.2930509,       428.2308696,       3.518542232,      -86.58236581,      -103.8435717,      -99.74833545,      -85.39927492,      -77.71650317,      -81.77390194,      -20.69012511,      -9.961720988,      -13.05476459,      -4.083656421,      -3.767343173,      -3.724589722,      -3.716651054,       -3.91596509
        292,           0,          26,      -8.305720045,      -5.565409898,      -5.681264015,      -5.667688394,      -2.547051787,       362.5755528,       1.536899083,   -0.003443970322,   -0.001296716294,  -6.466493603e-07,    -0.02002053889,    0.007171669794,       1.536899083,   -0.001296716294,   -0.003443970322,   -0.002240856515,              -nan,       66.79317262,       257.8497956,       348.1787144,       414.0311489,       428.1335432,       13.13300541,      -85.53698021,      -104.3213966,      -99.85718844,       -85.2357964,      -79.08593775,       -69.5372533,      -11.85314141,      -7.192175724,      -11.48665354,      -4.083505401,       -3.77174535,      -3.731012606,      -3.724852009,      -3.702639852
        293,           0,          26,       -8.30637793,      -5.563828038,      -5.682105491,      -5.669026505,      -2.733001701,       362.5755528,       1.535839745,   -0.003141055952,   -0.001139445961,  -6.778732943e-07,    -0.01824951986,    0.006413072702,       1.535839745,   -0.001139445961,   -0.003141055952,   -0.002045171681,              -nan,       64.33320533,       250.2585587,       348.8080664,       414.8832066,       428.1028404,        27.8420013,       -82.8179126,      -103.4980838,      -99.75113167,      -84.75822526,      -74.27285228,      -55.22167969,      -3.805357072,      -4.597206566,      -9.705877962,      -4.083918253,      -3.774678372,      -3.731238124,       -3.72681703,      -3.888177716
        294,           0,          26,      -8.307487524,      -5.561458039,      -5.679741166,       -5.66939797,      -2.614748952,       362.5755528,       1.534817823,    -0.00279457987,   -0.001011357644,  -7.095032953e-07,    -0.01624671242,    0.005826737309,       1.534817823,   -0.001011357644,    -0.00279457987,     -0.0018207893,              -nan,       62.71495044,       242.5965489,       350.7696237,       415.8922901,       428.2264212,         43.471683,      -79.04731193,      -101.4825216,      -99.57696725,      -83.96808455,       -67.0610227,      -38.30015429,       2.538821708,      -2.250644139,      -7.725542295,      -4.084763657,       -3.77684987,      -3.728148268,      -3.727652381,      -3.769460084
        295,           0,          26,      -8.307457013,      -5.558743285,      -5.677168736,      -5.671252163,      -2.647597032,       362.5755528,       1.533836158,   -0.002405540572,  -0.0009211693378,  -7.402697041e-07,     -0.0140270706,     0.00544023544,       1.533836158,  -0.0009211693378,   -0.002405540572,   -0.001568316511,              -nan,       52.55604408,       236.7643704,       353.8928311,       417.0924442,       428.6386202,       57.69046513,      -75.19530191,      -98.98897825,      -99.36304933,      -82.94471558,      -63.01292074,      -19.40140405,       6.839928058,     -0.2133837054,      -5.641891728,      -4.084484804,      -3.778744487,      -3.724624494,      -3.729884577,      -3.801828218
